trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
categorical	20003	Treatment/medication code	both_sexes	20054
categorical	20003	Treatment/medication code	both_sexes	1299
categorical	20003	Treatment/medication code	both_sexes	438
categorical	20003	Treatment/medication code	both_sexes	233
categorical	20003	Treatment/medication code	both_sexes	1443
categorical	20003	Treatment/medication code	both_sexes	155
categorical	20003	Treatment/medication code	both_sexes	981
categorical	20003	Treatment/medication code	both_sexes	963
categorical	20003	Treatment/medication code	both_sexes	367
categorical	20003	Treatment/medication code	both_sexes	790
categorical	20003	Treatment/medication code	both_sexes	379
categorical	20003	Treatment/medication code	both_sexes	175
categorical	20003	Treatment/medication code	both_sexes	130
categorical	20003	Treatment/medication code	both_sexes	448
categorical	20003	Treatment/medication code	both_sexes	772
categorical	20003	Treatment/medication code	both_sexes	252
categorical	20003	Treatment/medication code	both_sexes	2653
categorical	20003	Treatment/medication code	both_sexes	393
categorical	20003	Treatment/medication code	both_sexes	126
categorical	20003	Treatment/medication code	both_sexes	561
categorical	20003	Treatment/medication code	both_sexes	50831
categorical	20003	Treatment/medication code	both_sexes	12592
categorical	20003	Treatment/medication code	both_sexes	166
categorical	20003	Treatment/medication code	both_sexes	1294
categorical	20003	Treatment/medication code	both_sexes	1109
categorical	20003	Treatment/medication code	both_sexes	1138
categorical	20003	Treatment/medication code	both_sexes	952
categorical	20003	Treatment/medication code	both_sexes	444
categorical	20003	Treatment/medication code	both_sexes	151
categorical	20003	Treatment/medication code	both_sexes	236
categorical	20003	Treatment/medication code	both_sexes	2617
categorical	20003	Treatment/medication code	both_sexes	201
categorical	20003	Treatment/medication code	both_sexes	1201
categorical	20003	Treatment/medication code	both_sexes	112
categorical	20003	Treatment/medication code	both_sexes	881
categorical	20003	Treatment/medication code	both_sexes	629
categorical	20003	Treatment/medication code	both_sexes	628
categorical	20003	Treatment/medication code	both_sexes	110
categorical	20003	Treatment/medication code	both_sexes	3155
categorical	20003	Treatment/medication code	both_sexes	350
categorical	20003	Treatment/medication code	both_sexes	215
categorical	20003	Treatment/medication code	both_sexes	143
categorical	20003	Treatment/medication code	both_sexes	1431
categorical	20003	Treatment/medication code	both_sexes	1133
categorical	20003	Treatment/medication code	both_sexes	249
categorical	20003	Treatment/medication code	both_sexes	853
categorical	20003	Treatment/medication code	both_sexes	145
categorical	20003	Treatment/medication code	both_sexes	107
categorical	20003	Treatment/medication code	both_sexes	238
categorical	20003	Treatment/medication code	both_sexes	696
categorical	20003	Treatment/medication code	both_sexes	172
categorical	20003	Treatment/medication code	both_sexes	15674
categorical	20003	Treatment/medication code	both_sexes	264
categorical	20003	Treatment/medication code	both_sexes	133
categorical	20003	Treatment/medication code	both_sexes	4864
categorical	20003	Treatment/medication code	both_sexes	113
categorical	20003	Treatment/medication code	both_sexes	956
categorical	20003	Treatment/medication code	both_sexes	277
categorical	20003	Treatment/medication code	both_sexes	275
categorical	20003	Treatment/medication code	both_sexes	606
categorical	20003	Treatment/medication code	both_sexes	2317
categorical	20003	Treatment/medication code	both_sexes	116
categorical	20003	Treatment/medication code	both_sexes	107
categorical	20003	Treatment/medication code	both_sexes	400
categorical	20003	Treatment/medication code	both_sexes	209
categorical	20003	Treatment/medication code	both_sexes	374
categorical	20003	Treatment/medication code	both_sexes	332
categorical	20003	Treatment/medication code	both_sexes	216
categorical	20003	Treatment/medication code	both_sexes	580
categorical	20003	Treatment/medication code	both_sexes	575
categorical	20003	Treatment/medication code	both_sexes	271
categorical	20003	Treatment/medication code	both_sexes	26008
categorical	20003	Treatment/medication code	both_sexes	146
categorical	20003	Treatment/medication code	both_sexes	215
categorical	20003	Treatment/medication code	both_sexes	246
categorical	20003	Treatment/medication code	both_sexes	781
categorical	20003	Treatment/medication code	both_sexes	380
categorical	20003	Treatment/medication code	both_sexes	156
categorical	20003	Treatment/medication code	both_sexes	1099
categorical	20003	Treatment/medication code	both_sexes	103
categorical	20003	Treatment/medication code	both_sexes	150
categorical	20003	Treatment/medication code	both_sexes	226
categorical	20003	Treatment/medication code	both_sexes	1439
categorical	20003	Treatment/medication code	both_sexes	717
categorical	20003	Treatment/medication code	both_sexes	2312
categorical	20003	Treatment/medication code	both_sexes	778
categorical	20003	Treatment/medication code	both_sexes	333
categorical	20003	Treatment/medication code	both_sexes	102
categorical	20003	Treatment/medication code	both_sexes	17113
categorical	20003	Treatment/medication code	both_sexes	157
categorical	20003	Treatment/medication code	both_sexes	107
categorical	20003	Treatment/medication code	both_sexes	200
categorical	20003	Treatment/medication code	both_sexes	406
categorical	20003	Treatment/medication code	both_sexes	270
categorical	20003	Treatment/medication code	both_sexes	320
categorical	20003	Treatment/medication code	both_sexes	247
categorical	20003	Treatment/medication code	both_sexes	567
categorical	20003	Treatment/medication code	both_sexes	1737
categorical	20003	Treatment/medication code	both_sexes	1419
categorical	20003	Treatment/medication code	both_sexes	133
categorical	20003	Treatment/medication code	both_sexes	114
categorical	20003	Treatment/medication code	both_sexes	150
categorical	20003	Treatment/medication code	both_sexes	599
categorical	20003	Treatment/medication code	both_sexes	256
categorical	20003	Treatment/medication code	both_sexes	114
categorical	20003	Treatment/medication code	both_sexes	59144
categorical	20003	Treatment/medication code	both_sexes	257
categorical	20003	Treatment/medication code	both_sexes	148
categorical	20003	Treatment/medication code	both_sexes	139
categorical	20003	Treatment/medication code	both_sexes	103
categorical	20003	Treatment/medication code	both_sexes	2300
categorical	20003	Treatment/medication code	both_sexes	859
categorical	20003	Treatment/medication code	both_sexes	198
categorical	20003	Treatment/medication code	both_sexes	2361
categorical	20003	Treatment/medication code	both_sexes	3675
categorical	20003	Treatment/medication code	both_sexes	116
categorical	20003	Treatment/medication code	both_sexes	1332
categorical	20003	Treatment/medication code	both_sexes	2587
categorical	20003	Treatment/medication code	both_sexes	904
categorical	20003	Treatment/medication code	both_sexes	415
categorical	20003	Treatment/medication code	both_sexes	1186
categorical	20003	Treatment/medication code	both_sexes	356
categorical	20003	Treatment/medication code	both_sexes	3034
categorical	20003	Treatment/medication code	both_sexes	4246
categorical	20003	Treatment/medication code	both_sexes	170
categorical	20003	Treatment/medication code	both_sexes	1567
categorical	20003	Treatment/medication code	both_sexes	467
categorical	20003	Treatment/medication code	both_sexes	309
categorical	20003	Treatment/medication code	both_sexes	180
categorical	20003	Treatment/medication code	both_sexes	593
categorical	20003	Treatment/medication code	both_sexes	54650
categorical	20003	Treatment/medication code	both_sexes	259
categorical	20003	Treatment/medication code	both_sexes	2718
categorical	20003	Treatment/medication code	both_sexes	276
categorical	20003	Treatment/medication code	both_sexes	125
categorical	20003	Treatment/medication code	both_sexes	444
categorical	20003	Treatment/medication code	both_sexes	146
categorical	20003	Treatment/medication code	both_sexes	195
categorical	20003	Treatment/medication code	both_sexes	330
categorical	20003	Treatment/medication code	both_sexes	244
categorical	20003	Treatment/medication code	both_sexes	278
categorical	20003	Treatment/medication code	both_sexes	103
categorical	20003	Treatment/medication code	both_sexes	134
categorical	20003	Treatment/medication code	both_sexes	104
categorical	20003	Treatment/medication code	both_sexes	919
categorical	20003	Treatment/medication code	both_sexes	300
categorical	20003	Treatment/medication code	both_sexes	298
categorical	20003	Treatment/medication code	both_sexes	399
categorical	20003	Treatment/medication code	both_sexes	701
categorical	20003	Treatment/medication code	both_sexes	1955
categorical	20003	Treatment/medication code	both_sexes	501
categorical	20003	Treatment/medication code	both_sexes	115
categorical	20003	Treatment/medication code	both_sexes	161
categorical	20003	Treatment/medication code	both_sexes	145
categorical	20003	Treatment/medication code	both_sexes	392
categorical	20003	Treatment/medication code	both_sexes	113
categorical	20003	Treatment/medication code	both_sexes	205
categorical	20003	Treatment/medication code	both_sexes	161
categorical	20003	Treatment/medication code	both_sexes	179
categorical	20003	Treatment/medication code	both_sexes	1243
categorical	20003	Treatment/medication code	both_sexes	313
categorical	20003	Treatment/medication code	both_sexes	108
categorical	20003	Treatment/medication code	both_sexes	425
categorical	20003	Treatment/medication code	both_sexes	143
categorical	20003	Treatment/medication code	both_sexes	241
categorical	20003	Treatment/medication code	both_sexes	144
categorical	20003	Treatment/medication code	both_sexes	327
categorical	20003	Treatment/medication code	both_sexes	2901
categorical	20003	Treatment/medication code	both_sexes	359
categorical	20003	Treatment/medication code	both_sexes	4078
categorical	20003	Treatment/medication code	both_sexes	652
categorical	20003	Treatment/medication code	both_sexes	101
categorical	20003	Treatment/medication code	both_sexes	1152
categorical	20003	Treatment/medication code	both_sexes	337
categorical	20003	Treatment/medication code	both_sexes	760
categorical	20003	Treatment/medication code	both_sexes	2473
categorical	20003	Treatment/medication code	both_sexes	190
categorical	20003	Treatment/medication code	both_sexes	175
categorical	20003	Treatment/medication code	both_sexes	4906
categorical	20003	Treatment/medication code	both_sexes	459
categorical	20003	Treatment/medication code	both_sexes	204
categorical	20003	Treatment/medication code	both_sexes	140
categorical	20003	Treatment/medication code	both_sexes	303
categorical	20003	Treatment/medication code	both_sexes	713
categorical	20003	Treatment/medication code	both_sexes	1659
categorical	20003	Treatment/medication code	both_sexes	2785
categorical	20003	Treatment/medication code	both_sexes	164
categorical	20003	Treatment/medication code	both_sexes	368
categorical	20003	Treatment/medication code	both_sexes	5876
categorical	20003	Treatment/medication code	both_sexes	179
categorical	20003	Treatment/medication code	both_sexes	106
categorical	20003	Treatment/medication code	both_sexes	235
categorical	20003	Treatment/medication code	both_sexes	283
categorical	20003	Treatment/medication code	both_sexes	115
categorical	20003	Treatment/medication code	both_sexes	161
categorical	20003	Treatment/medication code	both_sexes	686
categorical	20003	Treatment/medication code	both_sexes	283
categorical	20003	Treatment/medication code	both_sexes	166
categorical	20003	Treatment/medication code	both_sexes	99
categorical	20003	Treatment/medication code	both_sexes	110
categorical	20003	Treatment/medication code	both_sexes	149
categorical	20003	Treatment/medication code	both_sexes	348
categorical	20003	Treatment/medication code	both_sexes	7168
categorical	20003	Treatment/medication code	both_sexes	251
categorical	20003	Treatment/medication code	both_sexes	2080
categorical	20003	Treatment/medication code	both_sexes	851
categorical	20003	Treatment/medication code	both_sexes	1397
categorical	20003	Treatment/medication code	both_sexes	494
categorical	20003	Treatment/medication code	both_sexes	4902
categorical	20003	Treatment/medication code	both_sexes	8204
categorical	20003	Treatment/medication code	both_sexes	281
categorical	20003	Treatment/medication code	both_sexes	156
categorical	20003	Treatment/medication code	both_sexes	221
categorical	20003	Treatment/medication code	both_sexes	587
categorical	20003	Treatment/medication code	both_sexes	123
categorical	20003	Treatment/medication code	both_sexes	135
categorical	20003	Treatment/medication code	both_sexes	6472
categorical	20003	Treatment/medication code	both_sexes	105
