trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
categorical	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	both_sexes	1922
categorical	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	both_sexes	17155
categorical	6153	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	both_sexes	6102
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	61826
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	239796
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	64613
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	97268
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	8276
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	26455
categorical	6154	Medication for pain relief, constipation, heartburn	both_sexes	12877
categorical	6155	Vitamin and mineral supplements	both_sexes	8535
categorical	6155	Vitamin and mineral supplements	both_sexes	299788
categorical	6155	Vitamin and mineral supplements	both_sexes	18459
categorical	6155	Vitamin and mineral supplements	both_sexes	37894
categorical	6155	Vitamin and mineral supplements	both_sexes	17217
categorical	6155	Vitamin and mineral supplements	both_sexes	12974
categorical	6155	Vitamin and mineral supplements	both_sexes	9573
categorical	6155	Vitamin and mineral supplements	both_sexes	95446
categorical	6156	Manic/hyper symptoms	both_sexes	10759
categorical	6156	Manic/hyper symptoms	both_sexes	7732
categorical	6156	Manic/hyper symptoms	both_sexes	6440
categorical	6156	Manic/hyper symptoms	both_sexes	4175
categorical	6156	Manic/hyper symptoms	both_sexes	3584
categorical	6156	Manic/hyper symptoms	both_sexes	3055
categorical	6157	Why stopped smoking	both_sexes	12698
categorical	6157	Why stopped smoking	both_sexes	21289
categorical	6157	Why stopped smoking	both_sexes	7593
categorical	6157	Why stopped smoking	both_sexes	65937
categorical	6157	Why stopped smoking	both_sexes	25738
categorical	6158	Why reduced smoking	both_sexes	1890
categorical	6158	Why reduced smoking	both_sexes	3940
categorical	6158	Why reduced smoking	both_sexes	1889
categorical	6158	Why reduced smoking	both_sexes	6547
categorical	6158	Why reduced smoking	both_sexes	3679
categorical	6159	Pain type(s) experienced in last month	both_sexes	89465
categorical	6159	Pain type(s) experienced in last month	both_sexes	171991
categorical	6159	Pain type(s) experienced in last month	both_sexes	8004
categorical	6159	Pain type(s) experienced in last month	both_sexes	102242
categorical	6159	Pain type(s) experienced in last month	both_sexes	113447
categorical	6159	Pain type(s) experienced in last month	both_sexes	37901
categorical	6159	Pain type(s) experienced in last month	both_sexes	49588
categorical	6159	Pain type(s) experienced in last month	both_sexes	95114
categorical	6159	Pain type(s) experienced in last month	both_sexes	7484
categorical	6160	Leisure/social activities	both_sexes	130509
categorical	6160	Leisure/social activities	both_sexes	133459
categorical	6160	Leisure/social activities	both_sexes	117836
categorical	6160	Leisure/social activities	both_sexes	67095
categorical	6160	Leisure/social activities	both_sexes	31337
categorical	6160	Leisure/social activities	both_sexes	96275
categorical	6162	Types of transport used (excluding work)	both_sexes	345594
categorical	6162	Types of transport used (excluding work)	both_sexes	1019
categorical	6162	Types of transport used (excluding work)	both_sexes	213728
categorical	6162	Types of transport used (excluding work)	both_sexes	133428
categorical	6162	Types of transport used (excluding work)	both_sexes	30580
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	311846
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	28025
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	209614
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	44448
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	222993
categorical	6164	Types of physical activity in last 4 weeks	both_sexes	185941
categorical	6177	Medication for cholesterol, blood pressure or diabetes	both_sexes	46816
categorical	6177	Medication for cholesterol, blood pressure or diabetes	both_sexes	132797
categorical	6177	Medication for cholesterol, blood pressure or diabetes	both_sexes	50343
categorical	6177	Medication for cholesterol, blood pressure or diabetes	both_sexes	2903
categorical	6179	Mineral and other dietary supplements	both_sexes	138724
categorical	6179	Mineral and other dietary supplements	both_sexes	249649
categorical	6179	Mineral and other dietary supplements	both_sexes	84736
categorical	6179	Mineral and other dietary supplements	both_sexes	30080
categorical	6179	Mineral and other dietary supplements	both_sexes	17743
categorical	6179	Mineral and other dietary supplements	both_sexes	14209
categorical	6179	Mineral and other dietary supplements	both_sexes	10155
categorical	670	Type of accommodation lived in	both_sexes	396932
categorical	670	Type of accommodation lived in	both_sexes	969
categorical	670	Type of accommodation lived in	both_sexes	40790
categorical	670	Type of accommodation lived in	both_sexes	578
categorical	670	Type of accommodation lived in	both_sexes	999
categorical	680	Own or rent accommodation lived in	both_sexes	231148
categorical	680	Own or rent accommodation lived in	both_sexes	2085
categorical	680	Own or rent accommodation lived in	both_sexes	160801
categorical	680	Own or rent accommodation lived in	both_sexes	25432
categorical	680	Own or rent accommodation lived in	both_sexes	12910
categorical	680	Own or rent accommodation lived in	both_sexes	1141
categorical	680	Own or rent accommodation lived in	both_sexes	3039
categorical	COVID19	Hospitalized vs non-hospitalized (among COVID-19 positive)	both_sexes	629
categorical	COVID19	Hospitalized vs non-hospitalized (among COVID-19 positive)	both_sexes	714
categorical	COVID19	Hospitalized vs non-hospitalized (among COVID-19 positive)	both_sexes	759
categorical	COVID19	COVID-19 positive (controls include untested)	both_sexes	864
categorical	COVID19	COVID-19 positive (controls include untested)	both_sexes	1122
categorical	COVID19	COVID-19 positive (controls include untested)	both_sexes	1247
categorical	COVID19	COVID-19 positive (controls include untested), only patients from centers in Eng	both_sexes	863
categorical	COVID19	COVID-19 positive (controls include untested), only patients from centers in Eng	both_sexes	1121
categorical	COVID19	COVID-19 positive (controls include untested), only patients from centers in Eng	both_sexes	1244
categorical	COVID19	COVID-19 positive (controls only COVID-19 negative)	both_sexes	864
categorical	COVID19	COVID-19 positive (controls only COVID-19 negative)	both_sexes	1122
categorical	COVID19	COVID-19 positive (controls only COVID-19 negative)	both_sexes	1247
categorical	COVID19	Hospitalized vs non-hospitalized (controls include untested)	both_sexes	629
categorical	COVID19	Hospitalized vs non-hospitalized (controls include untested)	both_sexes	714
categorical	COVID19	Hospitalized vs non-hospitalized (controls include untested)	both_sexes	759
continuous	100001	Food weight	both_sexes	62336
continuous	100002	Energy	both_sexes	62336
continuous	100003	Protein	both_sexes	62336
continuous	100004	Fat	both_sexes	62336
continuous	100005	Carbohydrate	both_sexes	62336
continuous	100006	Saturated fat	both_sexes	62336
continuous	100007	Polyunsaturated fat	both_sexes	62336
continuous	100008	Total sugars	both_sexes	62336
continuous	100009	Englyst dietary fibre	both_sexes	62336
continuous	100010	Portion size	both_sexes	62148
continuous	100011	Iron	both_sexes	62336
continuous	100012	Vitamin B6	both_sexes	62336
continuous	100013	Vitamin B12	both_sexes	62336
continuous	100014	Folate	both_sexes	62177
continuous	100015	Vitamin C	both_sexes	62137
continuous	100016	Potassium	both_sexes	62336
continuous	100017	Magnesium	both_sexes	62336
continuous	100018	Retinol	both_sexes	60468
continuous	100019	Carotene	both_sexes	61978
continuous	100021	Vitamin D	both_sexes	62336
continuous	100022	Alcohol	both_sexes	61978
continuous	100023	Starch	both_sexes	62177
continuous	100024	Calcium	both_sexes	62336
continuous	100025	Vitamin E	both_sexes	62336
continuous	1001	Duration of strenuous sports	both_sexes	43899
continuous	100150	Drinking water intake	both_sexes	61950
continuous	100160	Low calorie drink intake	both_sexes	61923
continuous	100170	Fizzy drink intake	both_sexes	62109
continuous	100180	Squash intake	both_sexes	61923
continuous	100190	Orange juice intake	both_sexes	62109
continuous	100200	Grapefruit juice intake	both_sexes	62297
continuous	100210	Pure fruit/vegetable juice intake	both_sexes	62109
continuous	100220	Fruit smoothie intake	both_sexes	62101
continuous	100230	Dairy smoothie intake	both_sexes	62299
continuous	100250	Instant coffee intake	both_sexes	62307
continuous	100270	Filtered coffee intake	both_sexes	60518
continuous	100290	Cappuccino intake	both_sexes	62141
continuous	100300	Latte intake	both_sexes	60898
continuous	100310	Espresso intake	both_sexes	59247
continuous	100330	Other coffee type	both_sexes	1948
continuous	100370	Intake of sugar added to coffee	both_sexes	62307
continuous	100380	Intake of artificial sweetener added to coffee	both_sexes	62109
continuous	100400	Standard tea intake	both_sexes	62148
continuous	100410	Rooibos tea intake	both_sexes	61950
continuous	100420	Green tea intake	both_sexes	61100
continuous	100430	Herbal tea intake	both_sexes	60838
continuous	100440	Other tea intake	both_sexes	61950
continuous	100490	Intake of sugar added to tea	both_sexes	62148
continuous	100500	Intake of artificial sweetener added to tea	both_sexes	61923
continuous	100520	Milk intake	both_sexes	62300
continuous	100530	Flavoured milk intake	both_sexes	62101
continuous	100540	Low calorie hot chocolate intake	both_sexes	1206
continuous	100550	Hot chocolate intake	both_sexes	61940
continuous	100560	Other drink intake	both_sexes	60902
continuous	100590	Red wine intake	both_sexes	62148
continuous	100630	Rose wine intake	both_sexes	58890
continuous	100670	White wine intake	both_sexes	60359
continuous	100710	Beer/cider intake	both_sexes	62109
continuous	100720	Fortified wine intake	both_sexes	58883
continuous	100730	Spirits intake	both_sexes	60359
continuous	100740	Other alcohol intake	both_sexes	1591
continuous	100770	Porridge intake	both_sexes	62307
continuous	100800	Muesli intake	both_sexes	62109
continuous	100810	Oat crunch intake	both_sexes	61566
continuous	100820	Sweetened cereal intake	both_sexes	61566
continuous	100830	Plain cereal intake	both_sexes	61566
continuous	100840	Bran cereal intake	both_sexes	62148
continuous	100850	Whole-wheat cereal intake	both_sexes	61923
continuous	100860	Other cereal intake	both_sexes	62109
continuous	100900	Intake of sugar added to cereal	both_sexes	61950
continuous	100910	Intake of artificial sweetener added to cereal	both_sexes	61764
continuous	100950	Sliced bread intake	both_sexes	62307
continuous	101020	Baguette intake	both_sexes	62103
continuous	101090	Bap intake	both_sexes	62307
continuous	1011	Frequency of light DIY in last 4 weeks	both_sexes	215407
continuous	101160	Bread roll intake	both_sexes	61717
continuous	101230	Naan bread intake	both_sexes	62095
continuous	101240	Garlic bread intake	both_sexes	60552
continuous	101250	Crispbread intake	both_sexes	62109
continuous	101260	Oatcakes intake	both_sexes	62148
continuous	101270	Other bread intake	both_sexes	59631
continuous	101310	Number of bread slices with butter/margarine	both_sexes	61950
continuous	101350	Number of baguettes with butter/margarine	both_sexes	61915
continuous	101390	Number of baps with  butter/margarine	both_sexes	198
continuous	101430	Number of bread rolls with  butter/margarine	both_sexes	60349
continuous	101470	Number of crackers/crispbreads with butter/margarine	both_sexes	61566
continuous	101550	Number of other bread types with  butter/margarine	both_sexes	60342
continuous	101970	Double crust pastry intake	both_sexes	62102
continuous	101980	Single crust pastry intake	both_sexes	60743
continuous	101990	Crumble intake	both_sexes	58890
continuous	102	Pulse rate, automated reading	both_sexes	416959
continuous	102000	Pizza intake	both_sexes	60902
continuous	102030	Yorkshire pudding intake	both_sexes	58890
continuous	102040	Indian snacks intake	both_sexes	3060
continuous	102050	Croissant intake	both_sexes	60635
continuous	102060	Danish pastry intake	both_sexes	61560
continuous	102070	Scone intake	both_sexes	62307
continuous	102090	Yogurt intake	both_sexes	62109
continuous	1021	Duration of light DIY	both_sexes	214283
continuous	102120	Ice-cream intake	both_sexes	62307
continuous	102140	Milk-based pudding intake	both_sexes	61724
continuous	102150	Other milk-based pudding intake	both_sexes	60711
continuous	102180	Fruitcake intake	both_sexes	62109
continuous	102190	Cake intake	both_sexes	62109
continuous	102210	Sponge pudding intake	both_sexes	61944
continuous	102220	Cheesecake intake	both_sexes	59471
continuous	102230	Other dessert intake	both_sexes	62307
continuous	102260	Chocolate bar intake	both_sexes	62102
continuous	102280	Milk chocolate intake	both_sexes	62144
continuous	102290	Dark chocolate intake	both_sexes	61947
continuous	102310	Chocolate sweet intake	both_sexes	61950
continuous	102320	Diet sweets intake	both_sexes	1207
continuous	102330	Sweets intake	both_sexes	61950
continuous	102340	Chocolate-covered biscuits intake	both_sexes	60716
continuous	102350	Chocolate biscuits intake	both_sexes	61764
continuous	102360	Sweet biscuits intake	both_sexes	62109
continuous	102370	Cereal bar intake	both_sexes	61918
continuous	102380	Other sweets intake	both_sexes	60679
continuous	102410	Salted peanuts intake	both_sexes	62307
continuous	102420	Unsalted peanuts intake	both_sexes	2676
continuous	102430	Salted nuts intake	both_sexes	60941
continuous	102440	Unsalted nuts intake	both_sexes	61950
continuous	102450	Seeds intake	both_sexes	59433
continuous	102460	Crisp intake	both_sexes	62148
continuous	102490	Olives intake	both_sexes	62307
continuous	102500	Other savoury snack intake	both_sexes	61950
continuous	102530	Powdered/instant soup intake	both_sexes	61942
continuous	102540	Canned soup intake	both_sexes	60712
continuous	102620	Homemade soup intake	both_sexes	62303
continuous	102710	White pasta intake	both_sexes	62148
continuous	102720	Wholemeal pasta intake	both_sexes	60295
continuous	102730	White rice intake	both_sexes	62109
continuous	102740	Brown rice intake	both_sexes	62109
continuous	102750	Sushi intake	both_sexes	543
continuous	102770	Couscous intake	both_sexes	60838
continuous	102810	Low fat hard cheese intake	both_sexes	61923
continuous	102820	Hard cheese intake	both_sexes	61950
continuous	102830	Soft cheese intake	both_sexes	61100
continuous	102840	Blue cheese intake	both_sexes	59083
continuous	102850	Low fat cheese spread intake	both_sexes	58890
continuous	102890	Mozzarella intake	both_sexes	59274
continuous	102910	Other cheese intake	both_sexes	59049
continuous	102940	Whole egg intake	both_sexes	62307
continuous	102950	Omelette intake	both_sexes	61923
continuous	102960	Eggs in sandwiches intake	both_sexes	60838
continuous	103010	Sausage intake	both_sexes	60902
continuous	103020	Beef intake	both_sexes	62299
continuous	103030	Pork intake	both_sexes	61942
continuous	103040	Lamb intake	both_sexes	62300
continuous	103050	Crumbed or deep-fried poultry intake	both_sexes	62143
continuous	103060	Poultry intake	both_sexes	61950
continuous	103070	Bacon intake	both_sexes	61950
continuous	103080	Ham intake	both_sexes	62109
continuous	103090	Liver intake	both_sexes	58887
continuous	1031	Frequency of friend/family visits	both_sexes	437825
continuous	103100	Other meat intake	both_sexes	1206
continuous	103150	Tinned tuna intake	both_sexes	62299
continuous	103160	Oily fish intake	both_sexes	62109
continuous	103170	Breaded fish intake	both_sexes	60097
continuous	103180	Battered fish intake	both_sexes	59271
continuous	103190	White fish intake	both_sexes	62097
continuous	103200	Prawns intake	both_sexes	61950
continuous	103220	Shellfish intake	both_sexes	543
continuous	103230	Other fish intake	both_sexes	1591
continuous	103270	Tofu intake	both_sexes	1852
continuous	103280	Quorn intake	both_sexes	1469
continuous	103290	Other vegetarian alternative intake	both_sexes	2049
continuous	104000	Baked bean intake	both_sexes	60295
continuous	104010	Pulses intake	both_sexes	62307
continuous	104020	Fried potatoes intake	both_sexes	61950
continuous	104030	Boiled/baked potatoes intake	both_sexes	61950
continuous	104050	Mashed potato intake	both_sexes	62109
continuous	104060	Mixed vegetable intake	both_sexes	62307
continuous	104070	Vegetable pieces intake	both_sexes	61950
continuous	104080	Coleslaw intake	both_sexes	62148
continuous	104090	Side salad intake	both_sexes	61950
continuous	104100	Avocado intake	both_sexes	62303
continuous	104110	Broad bean intake	both_sexes	62148
continuous	104120	Green bean intake	both_sexes	61950
continuous	104130	Beetroot intake	both_sexes	62109
continuous	104140	Broccoli intake	both_sexes	62148
continuous	104150	Butternut squash intake	both_sexes	59268
continuous	104160	Cabbage/kale intake	both_sexes	62148
continuous	104170	Carrot intake	both_sexes	62307
continuous	104180	Cauliflower intake	both_sexes	59274
continuous	104190	Celery intake	both_sexes	61950
continuous	104200	Courgette intake	both_sexes	62148
continuous	104210	Cucumber intake	both_sexes	61950
continuous	104220	Garlic intake	both_sexes	62148
continuous	104230	Leek intake	both_sexes	60932
continuous	104240	Lettuce intake	both_sexes	62148
continuous	104250	Mushroom intake	both_sexes	62109
continuous	104260	Onion intake	both_sexes	62148
continuous	104270	Parsnip intake	both_sexes	59247
continuous	104280	Pea intake	both_sexes	61950
continuous	104290	Sweet pepper intake	both_sexes	62109
continuous	104300	Spinach intake	both_sexes	62148
continuous	104310	Sprouts intake	both_sexes	60097
continuous	104320	Sweetcorn intake	both_sexes	61950
continuous	104330	Sweet potato intake	both_sexes	62303
continuous	104340	Fresh tomato intake	both_sexes	62307
continuous	104350	Tinned tomato intake	both_sexes	61950
continuous	104360	Turnip/swede intake	both_sexes	59084
continuous	104370	Watercress intake	both_sexes	61566
continuous	104380	Other vegetables intake	both_sexes	61950
continuous	104410	Stewed fruit intake	both_sexes	60672
continuous	104420	Prune intake	both_sexes	61725
continuous	104430	Dried fruit intake	both_sexes	62109
continuous	104440	Mixed fruit intake	both_sexes	60838
continuous	104450	Apple intake	both_sexes	62307
continuous	104460	Banana intake	both_sexes	62307
continuous	104470	Berry intake	both_sexes	61950
continuous	104480	Cherry intake	both_sexes	61566
continuous	104490	Grapefruit intake	both_sexes	59270
continuous	104500	Grape intake	both_sexes	62109
continuous	104510	Mango intake	both_sexes	60941
continuous	104520	Melon intake	both_sexes	60640
continuous	104530	Orange intake	both_sexes	62307
continuous	104540	Satsuma intake	both_sexes	62148
continuous	104550	Peach/nectarine intake	both_sexes	62307
continuous	104560	Pear intake	both_sexes	61950
continuous	104570	Pineapple intake	both_sexes	62109
continuous	104580	Plum intake	both_sexes	62307
continuous	104590	Other fruit intake	both_sexes	62109
continuous	104900	Time spent doing vigorous physical activity	both_sexes	62307
continuous	104910	Time spent doing moderate physical activity	both_sexes	62307
continuous	104920	Time spent doing light physical activity	both_sexes	53913
continuous	1050	Time spend outdoors in summer	both_sexes	398184
continuous	1060	Time spent outdoors in winter	both_sexes	346298
continuous	1070	Time spent watching television (TV)	both_sexes	417107
continuous	1080	Time spent using computer	both_sexes	343970
continuous	1090	Time spent driving	both_sexes	296947
continuous	1100	Drive faster than motorway speed limit	both_sexes	396362
continuous	1110	Length of mobile phone use	both_sexes	434786
continuous	1120	Weekly usage of mobile phone in last 3 months	both_sexes	368128
continuous	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	both_sexes	369799
continuous	1140	Difference in mobile phone use compared to two years previously	both_sexes	364167
continuous	1160	Sleep duration	both_sexes	429528
continuous	1170	Getting up in morning	both_sexes	439731
continuous	1180	Morning/evening person (chronotype)	both_sexes	393054
continuous	1190	Nap during day	both_sexes	431749
continuous	1200	Sleeplessness / insomnia	both_sexes	440422
continuous	12139	Believed safe to perform brain MRI scan	both_sexes	38120
continuous	12140	Believed safe to perform abdominal MRI scan	both_sexes	38120
continuous	1220	Daytime dozing / sleeping (narcolepsy)	both_sexes	438682
continuous	12336	Ventricular rate	both_sexes	33330
continuous	12338	P duration	both_sexes	31207
continuous	12340	QRS duration	both_sexes	33242
continuous	1239	Current tobacco smoking	both_sexes	439597
continuous	1249	Past tobacco smoking	both_sexes	405465
continuous	1259	Smoking/smokers in household	both_sexes	403787
continuous	1269	Exposure to tobacco smoke at home	both_sexes	397434
continuous	1279	Exposure to tobacco smoke outside home	both_sexes	371574
continuous	1289	Cooked vegetable intake	both_sexes	426594
continuous	129	Place of birth in UK - north co-ordinate	both_sexes	397515
continuous	1299	Salad / raw vegetable intake	both_sexes	414058
continuous	130	Place of birth in UK - east co-ordinate	both_sexes	398249
continuous	1309	Fresh fruit intake	both_sexes	424908
continuous	1319	Dried fruit intake	both_sexes	401490
continuous	1329	Oily fish intake	both_sexes	438300
continuous	1339	Non-oily fish intake	both_sexes	438611
continuous	134	Number of self-reported cancers	both_sexes	439626
continuous	1349	Processed meat intake	both_sexes	438879
continuous	135	Number of self-reported non-cancer illnesses	both_sexes	441228
continuous	1359	Poultry intake	both_sexes	439944
continuous	136	Number of operations, self-reported	both_sexes	432379
continuous	1369	Beef intake	both_sexes	438887
continuous	137	Number of treatments/medications taken	both_sexes	441228
continuous	1379	Lamb/mutton intake	both_sexes	437894
continuous	1389	Pork intake	both_sexes	436527
continuous	1408	Cheese intake	both_sexes	423389
continuous	1438	Bread intake	both_sexes	430406
continuous	1458	Cereal intake	both_sexes	420177
continuous	1478	Salt added to food	both_sexes	440739
continuous	1488	Tea intake	both_sexes	426683
continuous	1498	Coffee intake	both_sexes	407946
continuous	1518	Hot drink temperature	both_sexes	435987
continuous	1528	Water intake	both_sexes	407793
continuous	1548	Variation in diet	both_sexes	438555
continuous	1558	Alcohol intake frequency.	both_sexes	437890
continuous	1568	Average weekly red wine intake	both_sexes	305570
continuous	1578	Average weekly champagne plus white wine intake	both_sexes	305360
continuous	1588	Average weekly beer plus cider intake	both_sexes	306226
continuous	1598	Average weekly spirits intake	both_sexes	302710
continuous	1608	Average weekly fortified wine intake	both_sexes	306053
continuous	1628	Alcohol intake versus 10 years previously	both_sexes	402856
continuous	1687	Comparative body size at age 10	both_sexes	432482
continuous	1697	Comparative height size at age 10	both_sexes	432977
continuous	1717	Skin colour	both_sexes	434685
continuous	1727	Ease of skin tanning	both_sexes	428717
continuous	1737	Childhood sunburn occasions	both_sexes	329941
continuous	1757	Facial ageing	both_sexes	404231
continuous	1807	Father's age at death	both_sexes	323309
continuous	1845	Mother's age	both_sexes	172672
continuous	1873	Number of full brothers	both_sexes	434018
continuous	1883	Number of full sisters	both_sexes	432559
continuous	189	Townsend deprivation index at recruitment	both_sexes	439198
continuous	20006	Interpolated Year when cancer first diagnosed	both_sexes	36216
continuous	20007	Interpolated Age of participant when cancer first diagnosed	both_sexes	36191
continuous	20008	Interpolated Year when non-cancer illness first diagnosed	both_sexes	326515
continuous	20009	Interpolated Age of participant when non-cancer illness first diagnosed	both_sexes	326515
continuous	20010	Interpolated Year when operation took place	both_sexes	344256
continuous	20011	Interpolated Age of participant when operation took place	both_sexes	344256
continuous	20015	Sitting height	both_sexes	439677
continuous	20016	Fluid intelligence score	both_sexes	144009
continuous	20018	Prospective memory result	both_sexes	149481
continuous	20019	Speech-reception-threshold (SRT) estimate (left)	both_sexes	142362
continuous	20021	Speech-reception-threshold (SRT) estimate (right)	both_sexes	142294
continuous	20022	Birth weight	both_sexes	245564
continuous	20023	Mean time to correctly identify matches	both_sexes	436969
continuous	20074	Home location at assessment - east co-ordinate (rounded)	both_sexes	435489
continuous	20075	Home location at assessment - north co-ordinate (rounded)	both_sexes	434539
continuous	20077	Number of diet questionnaires completed	both_sexes	187090
continuous	20081	Hour-of-day questionnaire completed	both_sexes	62148
continuous	20082	Duration of questionnaire	both_sexes	62109
continuous	20121	Cascot confidence score	both_sexes	12334
continuous	20127	Neuroticism score	both_sexes	354517
continuous	20128	Number of fluid intelligence questions attempted within time limit	both_sexes	144589
continuous	20150	Forced expiratory volume in 1-second (FEV1), Best measure	both_sexes	317259
continuous	20151	Forced vital capacity (FVC), Best measure	both_sexes	317259
continuous	20153	Forced expiratory volume in 1-second (FEV1), predicted	both_sexes	137800
continuous	20154	Forced expiratory volume in 1-second (FEV1), predicted percentage	both_sexes	137532
continuous	20403	Amount of alcohol drunk on a typical drinking day	both_sexes	125985
continuous	20405	Ever had known person concerned about, or recommend reduction of, alcohol consum	both_sexes	137330
continuous	20407	Frequency of failure to fulfil normal expectations due to drinking alcohol in la	both_sexes	75688
continuous	20408	Frequency of memory loss due to drinking alcohol in last year	both_sexes	75872
continuous	20409	Frequency of feeling guilt or remorse after drinking alcohol in last year	both_sexes	75941
continuous	20410	Age when known person last commented about drinking habits	both_sexes	5544
continuous	20411	Ever been injured or injured someone else through drinking alcohol	both_sexes	138402
continuous	20412	Frequency of needing morning drink of alcohol after heavy drinking session in la	both_sexes	525
continuous	20413	Frequency of inability to cease drinking in last year	both_sexes	75519
continuous	20414	Frequency of drinking alcohol	both_sexes	137972
continuous	20416	Frequency of consuming six or more units of alcohol	both_sexes	126458
continuous	20418	Impact on normal roles during worst period of anxiety	both_sexes	42438
continuous	20420	Longest period spent worried or anxious	both_sexes	28777
continuous	20433	Age at first episode of depression	both_sexes	71818
continuous	20434	Age at last episode of depression	both_sexes	69190
continuous	20436	Fraction of day affected during worst episode of depression	both_sexes	73176
continuous	20438	Duration of worst depression	both_sexes	76663
continuous	20439	Frequency of depressed days during worst episode of depression	both_sexes	76057
continuous	20440	Impact on normal roles during worst period of depression	both_sexes	78501
continuous	20442	Lifetime number of depressed periods	both_sexes	63244
continuous	20453	Ever taken cannabis	both_sexes	137631
continuous	20454	Maximum frequency of taking cannabis	both_sexes	28655
continuous	20455	Age when last took cannabis	both_sexes	29565
continuous	20458	General happiness	both_sexes	138830
continuous	20459	General happiness with own health	both_sexes	139237
continuous	20460	Belief that own life is meaningful	both_sexes	136328
continuous	20461	Age when first had unusual or psychotic experience	both_sexes	5312
continuous	20462	Distress caused by unusual or psychotic experiences	both_sexes	6512
continuous	20467	Frequency of unusual or psychotic experiences in past year	both_sexes	6676
continuous	20479	Ever thought that life not worth living	both_sexes	137263
continuous	20482	Number of times self-harmed	both_sexes	5718
continuous	20485	Ever contemplated self-harm	both_sexes	136992
continuous	20487	Felt hated by family member as a child	both_sexes	138948
continuous	20489	Felt loved as a child	both_sexes	139064
continuous	20491	Someone to take to doctor when needed as a child	both_sexes	138668
continuous	20492	Longest period of mania or irritability	both_sexes	32836
continuous	20494	Felt irritable or had angry outbursts in past month	both_sexes	62562
continuous	20495	Avoided activities or situations because of previous stressful experience in pas	both_sexes	139356
continuous	20496	Felt distant from other people in past month	both_sexes	62569
continuous	20497	Repeated disturbing thoughts of stressful experience in past month	both_sexes	139404
continuous	20498	Felt very upset when reminded of stressful experience in past month	both_sexes	139389
continuous	2050	Frequency of depressed mood in last 2 weeks	both_sexes	420946
continuous	20505	Recent easy annoyance or irritability	both_sexes	137967
continuous	20506	Recent feelings or nervousness or anxiety	both_sexes	139049
continuous	20507	Recent feelings of inadequacy	both_sexes	138003
continuous	20508	Recent trouble concentrating on things	both_sexes	139151
continuous	20509	Recent inability to stop or control worrying	both_sexes	138787
continuous	20510	Recent feelings of depression	both_sexes	137939
continuous	20511	Recent poor appetite or overeating	both_sexes	138224
continuous	20512	Recent feelings of foreboding	both_sexes	138894
continuous	20513	Recent thoughts of suicide or self-harm	both_sexes	138255
continuous	20514	Recent lack of interest or pleasure in doing things	both_sexes	138974
continuous	20515	Recent trouble relaxing	both_sexes	138917
continuous	20516	Recent restlessness	both_sexes	138067
continuous	20517	Trouble falling or staying asleep, or sleeping too much	both_sexes	139060
continuous	20518	Recent changes in speed/amount of moving or speaking	both_sexes	137587
continuous	20519	Recent feelings of tiredness or low energy	both_sexes	139321
continuous	20520	Recent worrying too much about different things	both_sexes	139015
continuous	20521	Belittlement by partner or ex-partner as an adult	both_sexes	139198
continuous	20522	Been in a confiding relationship as an adult	both_sexes	135984
continuous	20524	Sexual interference by partner or ex-partner without consent as an adult	both_sexes	137722
continuous	20525	Able to pay rent/mortgage as an adult	both_sexes	136329
continuous	20537	Frequency of difficulty controlling worry during worst period of anxiety	both_sexes	42428
continuous	20539	Frequency of inability to stop worrying during worst period of anxiety	both_sexes	42439
continuous	2060	Frequency of unenthusiasm / disinterest in last 2 weeks	both_sexes	424892
continuous	2070	Frequency of tenseness / restlessness in last 2 weeks	both_sexes	422933
continuous	2080	Frequency of tiredness / lethargy in last 2 weeks	both_sexes	426930
continuous	21001	Body mass index (BMI)	both_sexes	439590
continuous	21002	Weight	both_sexes	439884
continuous	21021	Pulse wave Arterial Stiffness index	both_sexes	148135
continuous	21022	Age at recruitment	both_sexes	440351
continuous	2110	Able to confide	both_sexes	425693
continuous	2139	Age first had sexual intercourse	both_sexes	383967
continuous	2149	Lifetime number of sexual partners	both_sexes	358014
continuous	2178	Overall health rating	both_sexes	438901
continuous	22009	Genetic principal components	both_sexes	9345
continuous	22021	Genetic kinship to other participants	both_sexes	420531
continuous	22146	Age hayfever or allergic rhinitis diagnosed by doctor	both_sexes	24548
continuous	22147	Age asthma diagnosed by doctor	both_sexes	13626
continuous	2217	Age started wearing glasses or contact lenses	both_sexes	377550
continuous	22200	Year of birth	both_sexes	108330
continuous	2237	Plays computer games	both_sexes	440297
