pgs_id	name	trait	n_variants	ftp_scoring_file
PGS000341	GRS33_SSc	Systemic sclerosis	33	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000341/ScoringFiles/PGS000341.txt.gz
PGS000342	wGRS_PsA	Psoriatic arthritis	11	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000342/ScoringFiles/PGS000342.txt.gz
PGS000343	wGRS_PsA_HLA	Psoriatic arthritis	5	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000343/ScoringFiles/PGS000343.txt.gz
PGS000344	PRS287_BC	Breast cancer	287	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000344/ScoringFiles/PGS000344.txt.gz
PGS000345	PRS229_BC	Breast cancer	229	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000345/ScoringFiles/PGS000345.txt.gz
PGS000346	PRS287_ERneg	Estrogen receptor negative breast cancer	287	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000346/ScoringFiles/PGS000346.txt.gz
PGS000347	PRS287_ERpos	Estrogen receptor positive breast cancer	287	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000347/ScoringFiles/PGS000347.txt.gz
PGS000348	PRS_PrCa	Prostate cancer	72	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000348/ScoringFiles/PGS000348.txt.gz
PGS000349	PRS70_CAD	Coronary artery disease	70	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000349/ScoringFiles/PGS000349.txt.gz
PGS000350	GRS12_POAG	Primary open-angle glaucoma	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000350/ScoringFiles/PGS000350.txt.gz
PGS000351	PRS_EOC	Invasive epithelial ovarian cancer	30	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000351/ScoringFiles/PGS000351.txt.gz
PGS000352	PRS_HGS	High grade serous ovarian cancer	22	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000352/ScoringFiles/PGS000352.txt.gz
PGS000353	PRSWEB_PHECODE10001_UKBB-SAIGE-HRC-X10001_P_5e-08_MGI_202006	Any cancer	14	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000353/ScoringFiles/PGS000353.txt.gz
PGS000354	PRSWEB_PHECODE10001_UKBB-SAIGE-HRC-X10001_PRS-CS_MGI_2020060	Any cancer	1118667	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000354/ScoringFiles/PGS000354.txt.gz
PGS000355	PRSWEB_PHECODE10001_UKBB-SAIGE-HRC-X10001_PT_MGI_20200608	Any cancer	15	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000355/ScoringFiles/PGS000355.txt.gz
PGS000356	PRSWEB_PHECODE10001_UKBB-SAIGE-HRC-X10001_LASSOSUM_MGI_20200	Any cancer	179	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000356/ScoringFiles/PGS000356.txt.gz
PGS000357	PRSWEB_PHECODE145_C3-LIP-ORAL-PHARYNX_PT_MGI_20200608	Oral cavity cancer	45	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000357/ScoringFiles/PGS000357.txt.gz
PGS000358	PRSWEB_PHECODE145_UKBB-SAIGE-HRC-X145_PRS-CS_MGI_20200608	Oral cavity cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000358/ScoringFiles/PGS000358.txt.gz
PGS000359	PRSWEB_PHECODE145.2_C3-TONGUENAS_PRS-CS_MGI_20200608	Tongue cancer	931954	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000359/ScoringFiles/PGS000359.txt.gz
PGS000360	PRSWEB_PHECODE149.4_C32_LASSOSUM_MGI_20200608	Laryngeal cancer	25920	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000360/ScoringFiles/PGS000360.txt.gz
PGS000361	PRSWEB_PHECODE149.4_C3-LARYNX_LASSOSUM_MGI_20200608	Laryngeal cancer	87893	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000361/ScoringFiles/PGS000361.txt.gz
PGS000362	PRSWEB_PHECODE149.4_UKBB-SAIGE-HRC-X149.4_PT_MGI_20200608	Laryngeal cancer	53	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000362/ScoringFiles/PGS000362.txt.gz
PGS000363	PRSWEB_PHECODE150_C15_PRS-CS_MGI_20200608	Esophageal cancer	1081646	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000363/ScoringFiles/PGS000363.txt.gz
PGS000364	PRSWEB_PHECODE150_C15_LASSOSUM_MGI_20200608	Esophageal cancer	2001	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000364/ScoringFiles/PGS000364.txt.gz
PGS000365	PRSWEB_PHECODE150_C3-OESOPHAGUS_PRS-CS_MGI_20200608	Esophageal cancer	1070434	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000365/ScoringFiles/PGS000365.txt.gz
PGS000366	PRSWEB_PHECODE150_UKBB-SAIGE-HRC-X150_PRS-CS_MGI_20200608	Esophageal cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000366/ScoringFiles/PGS000366.txt.gz
PGS000367	PRSWEB_PHECODE153_CRC-Huyghe_P_5e-08_MGI_20200608	Colorectal cancer	74	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000367/ScoringFiles/PGS000367.txt.gz
PGS000368	PRSWEB_PHECODE153_CRC-Huyghe_P_5e-08_UKB_20200608	Colorectal cancer	74	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000368/ScoringFiles/PGS000368.txt.gz
PGS000369	PRSWEB_PHECODE153_CRC-Huyghe_PT_MGI_20200608	Colorectal cancer	81	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000369/ScoringFiles/PGS000369.txt.gz
PGS000370	PRSWEB_PHECODE153_CRC-Huyghe_PT_UKB_20200608	Colorectal cancer	87	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000370/ScoringFiles/PGS000370.txt.gz
PGS000371	PRSWEB_PHECODE153_GWAS-Catalog-r2019-05-03-X153_P_5e-08_UKB_	Colorectal cancer	18	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000371/ScoringFiles/PGS000371.txt.gz
PGS000372	PRSWEB_PHECODE153_GWAS-Catalog-r2019-05-03-X153_PT_UKB_20200	Colorectal cancer	27	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000372/ScoringFiles/PGS000372.txt.gz
PGS000373	PRSWEB_PHECODE153_UKBB-SAIGE-HRC-X153_PRS-CS_MGI_20200608	Colorectal cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000373/ScoringFiles/PGS000373.txt.gz
PGS000374	PRSWEB_PHECODE153_UKBB-SAIGE-HRC-X153_PT_MGI_20200608	Colorectal cancer	41	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000374/ScoringFiles/PGS000374.txt.gz
PGS000375	PRSWEB_PHECODE153_UKBB-SAIGE-HRC-X153_LASSOSUM_MGI_20200608	Colorectal cancer	370	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000375/ScoringFiles/PGS000375.txt.gz
PGS000376	PRSWEB_PHECODE153.2_C18_PRS-CS_MGI_20200608	Colon cancer	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000376/ScoringFiles/PGS000376.txt.gz
PGS000377	PRSWEB_PHECODE153.2_C18_LASSOSUM_MGI_20200608	Colon cancer	5740814	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000377/ScoringFiles/PGS000377.txt.gz
PGS000378	PRSWEB_PHECODE153.2_C3-COLON_PRS-CS_MGI_20200608	Colon cancer	1111399	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000378/ScoringFiles/PGS000378.txt.gz
PGS000379	PRSWEB_PHECODE153.2_C3-COLON_LASSOSUM_MGI_20200608	Colon cancer	5715093	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000379/ScoringFiles/PGS000379.txt.gz
PGS000380	PRSWEB_PHECODE153.2_UKBB-SAIGE-HRC-X153.2_PRS-CS_MGI_2020060	Colon cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000380/ScoringFiles/PGS000380.txt.gz
PGS000381	PRSWEB_PHECODE153.2_UKBB-SAIGE-HRC-X153.2_PT_MGI_20200608	Colon cancer	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000381/ScoringFiles/PGS000381.txt.gz
PGS000382	PRSWEB_PHECODE153.2_UKBB-SAIGE-HRC-X153.2_LASSOSUM_MGI_20200	Colon cancer	150	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000382/ScoringFiles/PGS000382.txt.gz
PGS000383	PRSWEB_PHECODE153.3_C19_PRS-CS_MGI_20200608	Malignant neoplasm of rectum, rectosigmoid junction, and anus	1078799	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000383/ScoringFiles/PGS000383.txt.gz
PGS000384	PRSWEB_PHECODE153.3_C3-RECTUM_PRS-CS_MGI_20200608	Malignant neoplasm of rectum, rectosigmoid junction, and anus	1104018	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000384/ScoringFiles/PGS000384.txt.gz
PGS000385	PRSWEB_PHECODE157_GWAS-Catalog-r2019-05-03-X157_P_5e-08_UKB_	Pancreatic cancer	17	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000385/ScoringFiles/PGS000385.txt.gz
PGS000386	PRSWEB_PHECODE157_GWAS-Catalog-r2019-05-03-X157_PT_UKB_20200	Pancreatic cancer	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000386/ScoringFiles/PGS000386.txt.gz
PGS000387	PRSWEB_PHECODE165_UKBB-SAIGE-HRC-X165_LASSOSUM_MGI_20200608	Respiratory system cancer	879334	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000387/ScoringFiles/PGS000387.txt.gz
PGS000388	PRSWEB_PHECODE165.1_C3-BRONCHUS-LUNG_PRS-CS_MGI_20200608	Lung and bronchus cancer	1109069	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000388/ScoringFiles/PGS000388.txt.gz
PGS000389	PRSWEB_PHECODE165.1_GWAS-Catalog-r2019-05-03-X165.1_P_5e-08_	Lung and bronchus cancer	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000389/ScoringFiles/PGS000389.txt.gz
PGS000390	PRSWEB_PHECODE165.1_GWAS-Catalog-r2019-05-03-X165.1_P_5e-08_	Lung and bronchus cancer	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000390/ScoringFiles/PGS000390.txt.gz
PGS000391	PRSWEB_PHECODE165.1_GWAS-Catalog-r2019-05-03-X165.1_PT_MGI_2	Lung and bronchus cancer	14	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000391/ScoringFiles/PGS000391.txt.gz
PGS000392	PRSWEB_PHECODE165.1_GWAS-Catalog-r2019-05-03-X165.1_PT_UKB_2	Lung and bronchus cancer	19	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000392/ScoringFiles/PGS000392.txt.gz
PGS000393	PRSWEB_PHECODE165.1_LUNG-CANCER_PRS-CS_MGI_20200608	Lung and bronchus cancer	1110438	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000393/ScoringFiles/PGS000393.txt.gz
PGS000394	PRSWEB_PHECODE165.1_LUNG-CANCER-MESOT_PRS-CS_MGI_20200608	Lung and bronchus cancer	1110438	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000394/ScoringFiles/PGS000394.txt.gz
PGS000395	PRSWEB_PHECODE165.1_UKBB-SAIGE-HRC-X165.1_PRS-CS_MGI_2020060	Lung and bronchus cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000395/ScoringFiles/PGS000395.txt.gz
PGS000396	PRSWEB_PHECODE165.1_UKBB-SAIGE-HRC-X165.1_PT_MGI_20200608	Lung and bronchus cancer	75	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000396/ScoringFiles/PGS000396.txt.gz
PGS000397	PRSWEB_PHECODE165.1_UKBB-SAIGE-HRC-X165.1_LASSOSUM_MGI_20200	Lung and bronchus cancer	46920	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000397/ScoringFiles/PGS000397.txt.gz
PGS000398	PRSWEB_PHECODE172_20001-1003_PRS-CS_MGI_20200608	Skin cancer	1103220	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000398/ScoringFiles/PGS000398.txt.gz
PGS000399	PRSWEB_PHECODE172_20001-1003_PT_MGI_20200608	Skin cancer	6	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000399/ScoringFiles/PGS000399.txt.gz
PGS000400	PRSWEB_PHECODE172_C3-SKIN_P_5e-08_MGI_20200608	Skin cancer	95	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000400/ScoringFiles/PGS000400.txt.gz
PGS000401	PRSWEB_PHECODE172_C3-SKIN_PRS-CS_MGI_20200608	Skin cancer	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000401/ScoringFiles/PGS000401.txt.gz
PGS000402	PRSWEB_PHECODE172_C3-SKIN_PT_MGI_20200608	Skin cancer	389	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000402/ScoringFiles/PGS000402.txt.gz
PGS000403	PRSWEB_PHECODE172_C3-SKIN_LASSOSUM_MGI_20200608	Skin cancer	16316	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000403/ScoringFiles/PGS000403.txt.gz
PGS000404	PRSWEB_PHECODE172_UKBB-SAIGE-HRC-X172_P_5e-08_MGI_20200608	Skin cancer	80	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000404/ScoringFiles/PGS000404.txt.gz
PGS000405	PRSWEB_PHECODE172_UKBB-SAIGE-HRC-X172_PRS-CS_MGI_20200608	Skin cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000405/ScoringFiles/PGS000405.txt.gz
PGS000406	PRSWEB_PHECODE172_UKBB-SAIGE-HRC-X172_PT_MGI_20200608	Skin cancer	292	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000406/ScoringFiles/PGS000406.txt.gz
PGS000407	PRSWEB_PHECODE172_UKBB-SAIGE-HRC-X172_LASSOSUM_MGI_20200608	Skin cancer	3166	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000407/ScoringFiles/PGS000407.txt.gz
PGS000408	PRSWEB_PHECODE172.1_20001-1059_P_5e-08_MGI_20200608	Melanomas of skin (diagnosis or history)	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000408/ScoringFiles/PGS000408.txt.gz
PGS000409	PRSWEB_PHECODE172.1_20001-1059_PRS-CS_MGI_20200608	Melanomas of skin (diagnosis or history)	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000409/ScoringFiles/PGS000409.txt.gz
PGS000410	PRSWEB_PHECODE172.1_20001-1059_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	7	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000410/ScoringFiles/PGS000410.txt.gz
PGS000411	PRSWEB_PHECODE172.1_20001-1059_LASSOSUM_MGI_20200608	Melanomas of skin (diagnosis or history)	185	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000411/ScoringFiles/PGS000411.txt.gz
PGS000412	PRSWEB_PHECODE172.1_C3-MELANOMA-SKIN_P_5e-08_MGI_20200608	Melanomas of skin (diagnosis or history)	16	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000412/ScoringFiles/PGS000412.txt.gz
PGS000413	PRSWEB_PHECODE172.1_C3-MELANOMA-SKIN_PRS-CS_MGI_20200608	Melanomas of skin (diagnosis or history)	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000413/ScoringFiles/PGS000413.txt.gz
PGS000414	PRSWEB_PHECODE172.1_C3-MELANOMA-SKIN_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	21	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000414/ScoringFiles/PGS000414.txt.gz
PGS000415	PRSWEB_PHECODE172.1_C3-MELANOMA-SKIN_LASSOSUM_MGI_20200608	Melanomas of skin (diagnosis or history)	505	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000415/ScoringFiles/PGS000415.txt.gz
PGS000416	PRSWEB_PHECODE172.1_C43_P_5e-08_MGI_20200608	Melanomas of skin (diagnosis or history)	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000416/ScoringFiles/PGS000416.txt.gz
PGS000417	PRSWEB_PHECODE172.1_C43_PRS-CS_MGI_20200608	Melanomas of skin (diagnosis or history)	1109519	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000417/ScoringFiles/PGS000417.txt.gz
PGS000418	PRSWEB_PHECODE172.1_C43_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000418/ScoringFiles/PGS000418.txt.gz
PGS000419	PRSWEB_PHECODE172.1_C43_LASSOSUM_MGI_20200608	Melanomas of skin (diagnosis or history)	436	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000419/ScoringFiles/PGS000419.txt.gz
PGS000420	PRSWEB_PHECODE172.1_D03_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	147	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000420/ScoringFiles/PGS000420.txt.gz
PGS000421	PRSWEB_PHECODE172.1_GWAS-Catalog-r2019-05-03-X172.1_P_5e-08_	Melanomas of skin (diagnosis or history)	18	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000421/ScoringFiles/PGS000421.txt.gz
PGS000422	PRSWEB_PHECODE172.1_GWAS-Catalog-r2019-05-03-X172.1_P_5e-08_	Melanomas of skin (diagnosis or history)	18	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000422/ScoringFiles/PGS000422.txt.gz
PGS000423	PRSWEB_PHECODE172.1_GWAS-Catalog-r2019-05-03-X172.1_PT_MGI_2	Melanomas of skin (diagnosis or history)	29	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000423/ScoringFiles/PGS000423.txt.gz
PGS000424	PRSWEB_PHECODE172.1_GWAS-Catalog-r2019-05-03-X172.1_PT_UKB_2	Melanomas of skin (diagnosis or history)	27	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000424/ScoringFiles/PGS000424.txt.gz
PGS000425	PRSWEB_PHECODE172.1_Melanoma-Ransohoff_P_5e-08_MGI_20200608	Melanomas of skin (diagnosis or history)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000425/ScoringFiles/PGS000425.txt.gz
PGS000426	PRSWEB_PHECODE172.1_Melanoma-Ransohoff_P_5e-08_UKB_20200608	Melanomas of skin (diagnosis or history)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000426/ScoringFiles/PGS000426.txt.gz
PGS000427	PRSWEB_PHECODE172.1_Melanoma-Ransohoff_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000427/ScoringFiles/PGS000427.txt.gz
PGS000428	PRSWEB_PHECODE172.1_Melanoma-Ransohoff_PT_UKB_20200608	Melanomas of skin (diagnosis or history)	20	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000428/ScoringFiles/PGS000428.txt.gz
PGS000429	PRSWEB_PHECODE172.1_UKBB-SAIGE-HRC-X172.1_P_5e-08_MGI_202006	Melanomas of skin (diagnosis or history)	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000429/ScoringFiles/PGS000429.txt.gz
PGS000430	PRSWEB_PHECODE172.1_UKBB-SAIGE-HRC-X172.1_PRS-CS_MGI_2020060	Melanomas of skin (diagnosis or history)	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000430/ScoringFiles/PGS000430.txt.gz
PGS000431	PRSWEB_PHECODE172.1_UKBB-SAIGE-HRC-X172.1_PT_MGI_20200608	Melanomas of skin (diagnosis or history)	15	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000431/ScoringFiles/PGS000431.txt.gz
PGS000432	PRSWEB_PHECODE172.1_UKBB-SAIGE-HRC-X172.1_LASSOSUM_MGI_20200	Melanomas of skin (diagnosis or history)	296	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000432/ScoringFiles/PGS000432.txt.gz
PGS000433	PRSWEB_PHECODE172.2_C3-OTHER-SKIN_P_5e-08_MGI_20200608	Other non-epithelial skin cancer	108	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000433/ScoringFiles/PGS000433.txt.gz
PGS000434	PRSWEB_PHECODE172.2_C3-OTHER-SKIN_PRS-CS_MGI_20200608	Other non-epithelial skin cancer	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000434/ScoringFiles/PGS000434.txt.gz
PGS000435	PRSWEB_PHECODE172.2_C3-OTHER-SKIN_PT_MGI_20200608	Other non-epithelial skin cancer	446	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000435/ScoringFiles/PGS000435.txt.gz
PGS000436	PRSWEB_PHECODE172.2_C3-OTHER-SKIN_LASSOSUM_MGI_20200608	Other non-epithelial skin cancer	16626	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000436/ScoringFiles/PGS000436.txt.gz
PGS000437	PRSWEB_PHECODE172.2_C44_P_5e-08_MGI_20200608	Other non-epithelial skin cancer	63	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000437/ScoringFiles/PGS000437.txt.gz
PGS000438	PRSWEB_PHECODE172.2_C44_PRS-CS_MGI_20200608	Other non-epithelial skin cancer	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000438/ScoringFiles/PGS000438.txt.gz
PGS000439	PRSWEB_PHECODE172.2_C44_PT_MGI_20200608	Other non-epithelial skin cancer	467	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000439/ScoringFiles/PGS000439.txt.gz
PGS000440	PRSWEB_PHECODE172.2_C44_LASSOSUM_MGI_20200608	Other non-epithelial skin cancer	2111	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000440/ScoringFiles/PGS000440.txt.gz
PGS000441	PRSWEB_PHECODE172.2_UKBB-SAIGE-HRC-X172.2_P_5e-08_MGI_202006	Other non-epithelial skin cancer	77	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000441/ScoringFiles/PGS000441.txt.gz
PGS000442	PRSWEB_PHECODE172.2_UKBB-SAIGE-HRC-X172.2_PRS-CS_MGI_2020060	Other non-epithelial skin cancer	1119238	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000442/ScoringFiles/PGS000442.txt.gz
PGS000443	PRSWEB_PHECODE172.2_UKBB-SAIGE-HRC-X172.2_PT_MGI_20200608	Other non-epithelial skin cancer	177	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000443/ScoringFiles/PGS000443.txt.gz
PGS000444	PRSWEB_PHECODE172.2_UKBB-SAIGE-HRC-X172.2_LASSOSUM_MGI_20200	Other non-epithelial skin cancer	7231	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000444/ScoringFiles/PGS000444.txt.gz
PGS000445	PRSWEB_PHECODE172.21_20001-1061_P_5e-08_MGI_20200608	Basal cell carcinoma	19	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000445/ScoringFiles/PGS000445.txt.gz
PGS000446	PRSWEB_PHECODE172.21_20001-1061_PRS-CS_MGI_20200608	Basal cell carcinoma	1111490	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000446/ScoringFiles/PGS000446.txt.gz
PGS000447	PRSWEB_PHECODE172.21_20001-1061_PT_MGI_20200608	Basal cell carcinoma	72	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000447/ScoringFiles/PGS000447.txt.gz
PGS000448	PRSWEB_PHECODE172.21_20001-1061_LASSOSUM_MGI_20200608	Basal cell carcinoma	183	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000448/ScoringFiles/PGS000448.txt.gz
PGS000449	PRSWEB_PHECODE172.21_20001-1073_PRS-CS_MGI_20200608	Basal cell carcinoma	1073162	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000449/ScoringFiles/PGS000449.txt.gz
PGS000450	PRSWEB_PHECODE172.21_20001-1073_PT_MGI_20200608	Basal cell carcinoma	8	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000450/ScoringFiles/PGS000450.txt.gz
PGS000451	PRSWEB_PHECODE172.21_20001-1073_LASSOSUM_MGI_20200608	Basal cell carcinoma	2231	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000451/ScoringFiles/PGS000451.txt.gz
PGS000452	PRSWEB_PHECODE172.21_BCC-Chahal_P_5e-08_MGI_20200608	Basal cell carcinoma	28	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000452/ScoringFiles/PGS000452.txt.gz
PGS000453	PRSWEB_PHECODE172.21_BCC-Chahal_P_5e-08_UKB_20200608	Basal cell carcinoma	28	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000453/ScoringFiles/PGS000453.txt.gz
PGS000454	PRSWEB_PHECODE172.21_BCC-Chahal_PT_MGI_20200608	Basal cell carcinoma	27	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000454/ScoringFiles/PGS000454.txt.gz
PGS000455	PRSWEB_PHECODE172.21_BCC-Chahal_PT_UKB_20200608	Basal cell carcinoma	28	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000455/ScoringFiles/PGS000455.txt.gz
PGS000456	PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_P_5e-0	Basal cell carcinoma	30	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000456/ScoringFiles/PGS000456.txt.gz
PGS000457	PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_P_5e-0	Basal cell carcinoma	30	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000457/ScoringFiles/PGS000457.txt.gz
PGS000458	PRSWEB_PHECODE172.21_GWAS-Catalog-r2019-05-03-X172.21_PT_MGI	Basal cell carcinoma	23	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000458/ScoringFiles/PGS000458.txt.gz
