pgs_id	name	trait	n_variants	ftp_scoring_file
PGS002156	portability-ldpred2_log_age_first_sex	Age first had sexual intercourse	972919	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002156/ScoringFiles/PGS002156.txt.gz
PGS002157	portability-ldpred2_log_ALP	Alkaline phosphatase	874365	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002157/ScoringFiles/PGS002157.txt.gz
PGS002158	portability-ldpred2_log_ALT	Alanine aminotransferase	774274	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002158/ScoringFiles/PGS002158.txt.gz
PGS002159	portability-ldpred2_log_AST	Aspartate aminotransferase level	716914	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002159/ScoringFiles/PGS002159.txt.gz
PGS002160	portability-ldpred2_log_bilirubin	Total bilirubin	120068	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002160/ScoringFiles/PGS002160.txt.gz
PGS002161	portability-ldpred2_log_BMI	Body mass index (BMI)	990022	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002161/ScoringFiles/PGS002161.txt.gz
PGS002162	portability-ldpred2_log_creatinine_urine	Creatinine (enzymatic) in urine	922786	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002162/ScoringFiles/PGS002162.txt.gz
PGS002163	portability-ldpred2_log_creatinine	Creatinine	835964	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002163/ScoringFiles/PGS002163.txt.gz
PGS002164	portability-ldpred2_log_CRP	C-reactive protein	736345	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002164/ScoringFiles/PGS002164.txt.gz
PGS002165	portability-ldpred2_log_cystatinC	Cystatin C	781302	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002165/ScoringFiles/PGS002165.txt.gz
PGS002166	portability-ldpred2_log_ECG_QRS_duration	QRS duration	471172	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002166/ScoringFiles/PGS002166.txt.gz
PGS002167	portability-ldpred2_log_eosinophil_perc	Eosinophil percentage	593459	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002167/ScoringFiles/PGS002167.txt.gz
PGS002168	portability-ldpred2_log_fat_free_mass	Whole body fat-free mass	966825	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002168/ScoringFiles/PGS002168.txt.gz
PGS002169	portability-ldpred2_log_fat_mass	Whole body fat mass	988292	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002169/ScoringFiles/PGS002169.txt.gz
PGS002170	portability-ldpred2_log_glucose	Glucose	602241	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002170/ScoringFiles/PGS002170.txt.gz
PGS002171	portability-ldpred2_log_HbA1c	Glycated haemoglobin (HbA1c)	736730	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002171/ScoringFiles/PGS002171.txt.gz
PGS002172	portability-ldpred2_log_HDL	HDL cholesterol	732902	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002172/ScoringFiles/PGS002172.txt.gz
PGS002173	portability-ldpred2_log_heel_BMD	Heel bone mineral density (BMD)	729074	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002173/ScoringFiles/PGS002173.txt.gz
PGS002174	portability-ldpred2_log_heel_BUA	Heel Broadband ultrasound attenuation, direct entry	732595	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002174/ScoringFiles/PGS002174.txt.gz
PGS002175	portability-ldpred2_log_heel_SoS	Speed of sound through heel	724667	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002175/ScoringFiles/PGS002175.txt.gz
PGS002176	portability-ldpred2_log_hip_circ	Hip circumference	977411	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002176/ScoringFiles/PGS002176.txt.gz
PGS002177	portability-ldpred2_log_HLR_reticulocyte	High light scatter reticulocyte count	780048	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002177/ScoringFiles/PGS002177.txt.gz
PGS002178	portability-ldpred2_log_IGF1	IGF-1	817740	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002178/ScoringFiles/PGS002178.txt.gz
PGS002179	portability-ldpred2_log_impedance	Impedance of whole body	978109	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002179/ScoringFiles/PGS002179.txt.gz
PGS002180	portability-ldpred2_log_leukocyte	White blood cell (leukocyte) count	846337	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002180/ScoringFiles/PGS002180.txt.gz
PGS002181	portability-ldpred2_log_lipoA	Lipoprotein A	31355	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002181/ScoringFiles/PGS002181.txt.gz
PGS002182	portability-ldpred2_log_log_gammaGT	Gamma-glutamyl transferase	713481	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002182/ScoringFiles/PGS002182.txt.gz
PGS002183	portability-ldpred2_log_lymphocyte	Lymphocyte count	814921	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002183/ScoringFiles/PGS002183.txt.gz
PGS002184	portability-ldpred2_log_mean_carotid_IMT	Mean carotid IMT (intima-medial thickness) at 120/150/210/240 degrees	734561	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002184/ScoringFiles/PGS002184.txt.gz
PGS002185	portability-ldpred2_log_microalbumin_urine	Microalbumin in urine	671610	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002185/ScoringFiles/PGS002185.txt.gz
PGS002186	portability-ldpred2_log_monocyte	Monocyte count	641455	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002186/ScoringFiles/PGS002186.txt.gz
PGS002187	portability-ldpred2_log_neutrophil	Neutrophil count	803767	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002187/ScoringFiles/PGS002187.txt.gz
PGS002188	portability-ldpred2_log_platelet_crit	Platelet crit	703576	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002188/ScoringFiles/PGS002188.txt.gz
PGS002189	portability-ldpred2_log_platelet_volume	Mean platelet (thrombocyte) volume	462934	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002189/ScoringFiles/PGS002189.txt.gz
PGS002190	portability-ldpred2_log_platelet_width	Platelet distribution width	482649	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002190/ScoringFiles/PGS002190.txt.gz
PGS002191	portability-ldpred2_log_platelet	Platelet count	663591	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002191/ScoringFiles/PGS002191.txt.gz
PGS002192	portability-ldpred2_log_potassium_urine	Potassium in urine	881567	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002192/ScoringFiles/PGS002192.txt.gz
PGS002193	portability-ldpred2_log_pulse_rate	Pulse rate, automated reading	858487	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002193/ScoringFiles/PGS002193.txt.gz
PGS002194	portability-ldpred2_log_reticulocyte	Reticulocyte count	773305	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002194/ScoringFiles/PGS002194.txt.gz
PGS002195	portability-ldpred2_log_SHBG	Sex hormone binding globulin (SHBG)	650364	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002195/ScoringFiles/PGS002195.txt.gz
PGS002196	portability-ldpred2_log_sleep	Sleep duration	927619	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002196/ScoringFiles/PGS002196.txt.gz
PGS002197	portability-ldpred2_log_triglycerides	Triglycerides	731035	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002197/ScoringFiles/PGS002197.txt.gz
PGS002198	portability-ldpred2_log_urea	Urea	820118	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002198/ScoringFiles/PGS002198.txt.gz
PGS002199	portability-ldpred2_log_ventricular_rate	Ventricular rate	705680	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002199/ScoringFiles/PGS002199.txt.gz
PGS002200	portability-ldpred2_log_vitaminD	Vitamin D	567735	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002200/ScoringFiles/PGS002200.txt.gz
PGS002201	portability-ldpred2_log_waist_circ	Waist circumference	984035	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002201/ScoringFiles/PGS002201.txt.gz
PGS002202	portability-ldpred2_log_water_mass	Whole body water mass	966737	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002202/ScoringFiles/PGS002202.txt.gz
PGS002203	portability-ldpred2_lymphocyte_perc	Lymphocyte percentage	775312	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002203/ScoringFiles/PGS002203.txt.gz
PGS002204	portability-ldpred2_M_less_hair	Hair/balding pattern	593179	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002204/ScoringFiles/PGS002204.txt.gz
PGS002205	portability-ldpred2_M_log_testosterone	Testosterone (male only)	584991	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002205/ScoringFiles/PGS002205.txt.gz
PGS002206	portability-ldpred2_MCH	Mean corpuscular hemoglobin	504929	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002206/ScoringFiles/PGS002206.txt.gz
PGS002207	portability-ldpred2_MCV	Mean corpuscular volume	564228	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002207/ScoringFiles/PGS002207.txt.gz
PGS002208	portability-ldpred2_monocyte_perc	Monocyte percentage	544905	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002208/ScoringFiles/PGS002208.txt.gz
PGS002209	portability-ldpred2_more_evening	Morning/evening person (chronotype)	955439	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002209/ScoringFiles/PGS002209.txt.gz
PGS002210	portability-ldpred2_more_sunscreen	Use of sun/uv protection	821654	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002210/ScoringFiles/PGS002210.txt.gz
PGS002211	portability-ldpred2_myopia	Myopia diagnosis	825631	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002211/ScoringFiles/PGS002211.txt.gz
PGS002212	portability-ldpred2_narcolepsy	Daytime dozing / sleeping (narcolepsy)	893802	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002212/ScoringFiles/PGS002212.txt.gz
PGS002213	portability-ldpred2_neuroticism	Neuroticism score	950183	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002213/ScoringFiles/PGS002213.txt.gz
PGS002214	portability-ldpred2_neutrophil_perc	Neutrophil percentage	769542	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002214/ScoringFiles/PGS002214.txt.gz
PGS002215	portability-ldpred2_no_sex	Age first had sexual intercourse	633660	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002215/ScoringFiles/PGS002215.txt.gz
PGS002216	portability-ldpred2_phosphate	Phosphate	708693	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002216/ScoringFiles/PGS002216.txt.gz
PGS002217	portability-ldpred2_play_computer	Plays computer games	938047	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002217/ScoringFiles/PGS002217.txt.gz
PGS002218	portability-ldpred2_poorer_health	Overall health rating	958362	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002218/ScoringFiles/PGS002218.txt.gz
PGS002219	portability-ldpred2_protein	Total protein	819013	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002219/ScoringFiles/PGS002219.txt.gz
PGS002220	portability-ldpred2_red_hair	Hair color (natural, before greying)	21400	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002220/ScoringFiles/PGS002220.txt.gz
PGS002221	portability-ldpred2_reticulocyte_volume	Mean reticulocyte volume	523074	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002221/ScoringFiles/PGS002221.txt.gz
PGS002222	portability-ldpred2_self_harm_thoughts	Ever contemplated self-harm / Recent thoughts of suicide or self-harm	761279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002222/ScoringFiles/PGS002222.txt.gz
PGS002223	portability-ldpred2_sensitive_stomach	Sensitive stomach	795614	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002223/ScoringFiles/PGS002223.txt.gz
PGS002224	portability-ldpred2_sitting_height	Sitting height	910252	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002224/ScoringFiles/PGS002224.txt.gz
PGS002225	portability-ldpred2_snoring	Snoring	913306	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002225/ScoringFiles/PGS002225.txt.gz
PGS002226	portability-ldpred2_sodium_urine	Sodium in urine	922972	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002226/ScoringFiles/PGS002226.txt.gz
PGS002227	portability-ldpred2_sphered_cell_volume	Mean sphered cell volume	630576	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002227/ScoringFiles/PGS002227.txt.gz
PGS002228	portability-ldpred2_systolic_BP	Systolic blood pressure, automated reading	937030	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002228/ScoringFiles/PGS002228.txt.gz
PGS002229	portability-ldpred2_urate	Urate	698001	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002229/ScoringFiles/PGS002229.txt.gz
PGS002230	portability-ldpred2_water_intake	Water intake	930461	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002230/ScoringFiles/PGS002230.txt.gz
PGS002231	portability-ldpred2_years_of_edu	Qualifications (years of education)	950845	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002231/ScoringFiles/PGS002231.txt.gz
PGS002232	STLFRQPGS	Stool Frequency	263279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002232/ScoringFiles/PGS002232.txt.gz
PGS002233	PRS27_NMR	Nicotine metabolite ratio	27	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002233/ScoringFiles/PGS002233.txt.gz
PGS002234	PRS10_NMR	Nicotine metabolite ratio	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002234/ScoringFiles/PGS002234.txt.gz
PGS002235	elasticnet_VTE	Venous thromboembolism	36	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002235/ScoringFiles/PGS002235.txt.gz
PGS002236	PRS_AsAoD	Ascending aorta diameter (MRI-derived)	92299	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002236/ScoringFiles/PGS002236.txt.gz
PGS002237	GPS_CKD	Chronic kidney disease (stage 3 or greater)	471316	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002237/ScoringFiles/PGS002237.txt.gz
PGS002238	SBP_PRS	Systolic blood pressure	1119444	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002238/ScoringFiles/PGS002238.txt.gz
PGS002239	DBP_PRS	Diastolic blood pressure	1119054	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002239/ScoringFiles/PGS002239.txt.gz
PGS002240	prscs_prostatecancer	Prostate cancer	1092093	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002240/ScoringFiles/PGS002240.txt.gz
PGS002241	ldpred_prostatecancer	Prostate cancer	6497734	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002241/ScoringFiles/PGS002241.txt.gz
PGS002242	ldpred_breastcancer	Breast cancer	6494889	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002242/ScoringFiles/PGS002242.txt.gz
PGS002243	ldpred_t2d	Type 2 diabetes (T2D)	6431973	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002243/ScoringFiles/PGS002243.txt.gz
PGS002244	ldpred_cad	Coronary artery disease	6576338	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002244/ScoringFiles/PGS002244.txt.gz
PGS002245	PGS8_LF	Liver fat (MRI-derived)	8	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002245/ScoringFiles/PGS002245.txt.gz
PGS002246	Melanoma_PRS50	Melanoma	50	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002246/ScoringFiles/PGS002246.txt.gz
PGS002247	Melanoma_PRS68	Melanoma	68	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002247/ScoringFiles/PGS002247.txt.gz
PGS002248	PRSice_asthma	Childhood asthma	105	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002248/ScoringFiles/PGS002248.txt.gz
PGS002249	AD_PRS_0.5	Alzheimer's disease	249273	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002249/ScoringFiles/PGS002249.txt.gz
PGS002250	PRS_S4	Epithelial ovarian cancer	27240	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002250/ScoringFiles/PGS002250.txt.gz
PGS002251	PRS97_BMI	Body mass index (BMI)	97	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002251/ScoringFiles/PGS002251.txt.gz
PGS002252	PRS_CRC	Colorectal cancer	141	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002252/ScoringFiles/PGS002252.txt.gz
PGS002253	Melanoma_PRS45	Melanoma	45	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002253/ScoringFiles/PGS002253.txt.gz
PGS002254	PRS_reported	Physical activity (self-reported)	1142416	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002254/ScoringFiles/PGS002254.txt.gz
PGS002255	PRS_measured	Physical activity (measured)	1140182	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002255/ScoringFiles/PGS002255.txt.gz
PGS002256	GRS4_GDM	Gestational diabetes mellitus in early pregnancy	4	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002256/ScoringFiles/PGS002256.txt.gz
PGS002257	GRS901_SBP	Systolic blood pressure	884	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002257/ScoringFiles/PGS002257.txt.gz
PGS002258	GRS901_DBP	Diastolic blood pressure	885	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002258/ScoringFiles/PGS002258.txt.gz
PGS002259	metaPRS_Stroke	Stroke	534	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002259/ScoringFiles/PGS002259.txt.gz
PGS002260	PRS_RA	Rheumatoid arthritis	43784	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002260/ScoringFiles/PGS002260.txt.gz
PGS002261	PRS22_NB	Neuroblastoma	22	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002261/ScoringFiles/PGS002261.txt.gz
PGS002262	metaPRS_CAD	Coronary artery disease	540	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002262/ScoringFiles/PGS002262.txt.gz
PGS002263	PRS_UF	Uterine fibroids	4457	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002263/ScoringFiles/PGS002263.txt.gz
PGS002264	PRS_Combined	Pancreatic ductal adenocarcinoma	49	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002264/ScoringFiles/PGS002264.txt.gz
PGS002265	PRS140_CRC	Colorectal cancer	140	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002265/ScoringFiles/PGS002265.txt.gz
PGS002266	PRS_29	Nonsyndromic cleft lip with or without cleft palate	29	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002266/ScoringFiles/PGS002266.txt.gz
PGS002267	PRS89_AA	Ascending thoracic aortic diameter	89	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002267/ScoringFiles/PGS002267.txt.gz
PGS002268	PRS_csPCa	Prostate cancer	29	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002268/ScoringFiles/PGS002268.txt.gz
PGS002269	PRS47_AMD	Age-related macular degeneration	47	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002269/ScoringFiles/PGS002269.txt.gz
PGS002270	PRS33_LC	Lung cancer	33	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002270/ScoringFiles/PGS002270.txt.gz
PGS002271	PRS_MVP	Mitral valve prolapse	1097364	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002271/ScoringFiles/PGS002271.txt.gz
PGS002272	GRS6_COVID	COVID-19 infection	6	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002272/ScoringFiles/PGS002272.txt.gz
PGS002273	GRS12_COVID	COVID-19 infection	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002273/ScoringFiles/PGS002273.txt.gz
PGS002274	LDL-PRS	LDL cholesterol	279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002274/ScoringFiles/PGS002274.txt.gz
PGS002275	SBP-PRS	Systolic blood pressure	425	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002275/ScoringFiles/PGS002275.txt.gz
PGS002276	QTc_PRS-CS	QTc duration	1110494	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002276/ScoringFiles/PGS002276.txt.gz
PGS002277	pPS_Insulin_secretion_1	Type 2 diabetes (based on SNPs associated with insulin secretion)	8	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002277/ScoringFiles/PGS002277.txt.gz
PGS002278	GRS16_snLVEF	Supranormal left ventricular ejection fraction	16	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002278/ScoringFiles/PGS002278.txt.gz
PGS002279	GRS22_rLVEF	Reduced left ventricular ejection fraction	22	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002279/ScoringFiles/PGS002279.txt.gz
PGS002280	GRS83_AD	Alzheimer's disease	83	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002280/ScoringFiles/PGS002280.txt.gz
PGS002281	PRS23_MM	Multiple myeloma	23	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002281/ScoringFiles/PGS002281.txt.gz
PGS002282	GRS68_NAFLD	Nonalcoholic fatty liver disease	68	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002282/ScoringFiles/PGS002282.txt.gz
PGS002283	GRS15_NAFLD	Nonalcoholic fatty liver disease	15	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002283/ScoringFiles/PGS002283.txt.gz
PGS002284	GRS_286_HDL	HDL cholesterol	286	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002284/ScoringFiles/PGS002284.txt.gz
PGS002285	GRS_286_LDL	LDL cholesterol	286	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002285/ScoringFiles/PGS002285.txt.gz
PGS002286	GRS_286_TC	Total cholesterol	286	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002286/ScoringFiles/PGS002286.txt.gz
PGS002287	GRS_286_TG	Triglyceride	286	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002287/ScoringFiles/PGS002287.txt.gz
PGS002288	PRS_POP	Pelvic organ prolapse	3242959	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002288/ScoringFiles/PGS002288.txt.gz
PGS002289	GRS23_AD	Late-onset Alzheimer's disease	23	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002289/ScoringFiles/PGS002289.txt.gz
PGS002290	GRS10_PUA	Uric acid level	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002290/ScoringFiles/PGS002290.txt.gz
PGS002291	PRS12_NPC	Nasopharyngeal carcinoma	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002291/ScoringFiles/PGS002291.txt.gz
PGS002292	PRS36_KC	Keratoconus	36	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002292/ScoringFiles/PGS002292.txt.gz
PGS002293	PRS62_psoriasis	Psoriasis	62	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002293/ScoringFiles/PGS002293.txt.gz
PGS002294	PRS111	Breast cancer	111	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002294/ScoringFiles/PGS002294.txt.gz
PGS002295	GRS413_IGF-1	Insulin growth-like factor-1 level	413	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002295/ScoringFiles/PGS002295.txt.gz
PGS002296	PRS2166_HT	Hypertension	2166	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002296/ScoringFiles/PGS002296.txt.gz
PGS002297	GRS48_lpa	Lipoprotein A levels	48	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002297/ScoringFiles/PGS002297.txt.gz
PGS002298	PRS14_esophageal	Esophageal cancer	14	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002298/ScoringFiles/PGS002298.txt.gz
PGS002299	PRS3_gastric	Gastric cancer	3	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002299/ScoringFiles/PGS002299.txt.gz
PGS002300	PRS19_endometrial	Endometrial cancer	19	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002300/ScoringFiles/PGS002300.txt.gz
PGS002301	PRS22_melanoma	Melanoma	22	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002301/ScoringFiles/PGS002301.txt.gz
PGS002302	PRS28_glioma	Glioma	28	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002302/ScoringFiles/PGS002302.txt.gz
PGS002303	PRS9_DLBCL	Diffuse large B-cell lymphoma	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002303/ScoringFiles/PGS002303.txt.gz
PGS002304	PRS6_FL	Follicular lymphoma	6	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002304/ScoringFiles/PGS002304.txt.gz
PGS002305	PRS43_CLL	Chronic lymphoid leukemia	43	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002305/ScoringFiles/PGS002305.txt.gz
PGS002306	PRS23_MM	Multiple myeloma	23	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002306/ScoringFiles/PGS002306.txt.gz
PGS002307	PRS33_gout	Gout	33	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002307/ScoringFiles/PGS002307.txt.gz
